Protein,Protein Accession,Protein Gene,MS Level,Fold Change Result,Fold Change,Min Fold Change,Max Fold Change,Adjusted P-Value,Log 2 Fold Change
sp|Q8NG11|TSN14_HUMAN,Q8NG11,TSPAN14,2,9.71 (95% CI:6.78 to 13.9),9.7096,6.7802,13.9047,3.23195414E-4,3.2794
sp|Q96LW7|CAR19_HUMAN,Q96LW7,CARD19,2,6.98 (95% CI:4.02 to 12.1),6.9789,4.0239,12.1042,2.03594871E-3,2.803
sp|Q9BTU6|P4K2A_HUMAN,Q9BTU6,PI4K2A,2,81.33 (95% CI:11.37 to 582),81.3346,11.3666,581.9964,8.74067197E-3,6.3458
sp|Q9NRG1|PRDC1_HUMAN,Q9NRG1,PRTFDC1,2,9.17 (95% CI:6.77 to 12.42),9.1694,6.7704,12.4185,2.06811938E-4,3.1968
sp|Q9NVS2|RT18A_HUMAN,Q9NVS2,MRPS18A,2,13.13 (95% CI:3.47 to 49.7),13.1312,3.4696,49.6966,1.37212276E-2,3.7149
sp|Q9UHG3|PCYOX_HUMAN,Q9UHG3,PCYOX1,2,0.52 (95% CI:0.45 to 0.61),0.5242,0.4487,0.6125,1.21166065E-3,-0.9318
sp|Q9UJY5|GGA1_HUMAN,Q9UJY5,GGA1,2,0.19 (95% CI:0.16 to 0.22),0.1869,0.1608,0.2173,5.74577714E-5,-2.4196
sp|Q9Y5M8|SRPRB_HUMAN,Q9Y5M8,SRPRB,2,2.28 (95% CI:0.72 to 7.19),2.2752,0.7198,7.1913,1.70565092E-1,1.186
sp|O00231|PSD11_HUMAN,O00231,PSMD11,2,3.73 (95% CI:3.39 to 4.11),3.7305,3.3868,4.1091,3.22284704E-5,1.8994
sp|O14734|ACOT8_HUMAN,O14734,ACOT8,2,1.79 (95% CI:1.63 to 1.97),1.7931,1.6344,1.9672,3.27375264E-4,0.8424
sp|O43396|TXNL1_HUMAN,O43396,TXNL1,2,19.68 (95% CI:8.42 to 45.99),19.6824,8.4238,45.9885,2.06678296E-3,4.2988
sp|O75116|ROCK2_HUMAN,O75116,ROCK2,2,5.42 (95% CI:1.71 to 17.2),5.4214,1.7091,17.1974,3.12893574E-2,2.4387
sp|O94766|B3GA3_HUMAN,O94766,B3GAT3,2,0.58 (95% CI:0.44 to 0.77),0.5824,0.4393,0.7721,1.41035415E-2,-0.78
sp|O95989|NUDT3_HUMAN,O95989,NUDT3,2,25.64 (95% CI:8.84 to 74.39),25.6413,8.8381,74.3908,3.25338237E-3,4.6804
sp|P05154|IPSP_HUMAN,P05154,SERPINA5,2,0.35 (95% CI:0.29 to 0.43),0.354,0.2887,0.4342,6.40203576E-4,-1.4981
sp|P13645|K1C10_HUMAN,P13645,KRT10,2,0.19 (95% CI:0.04 to 0.9),0.1881,0.0395,0.8961,6.97920785E-2,-2.4104
sp|P13987|CD59_HUMAN,P13987,CD59,2,14.96 (95% CI:9.72 to 23.01),14.9584,9.7248,23.0086,3.29937763E-4,3.9029
sp|P14621|ACYP2_HUMAN,P14621,ACYP2,2,3.56 (95% CI:1.52 to 8.35),3.5638,1.5208,8.3512,2.97208736E-2,1.8334
sp|P55160|NCKPL_HUMAN,P55160,NCKAP1L,2,0.13 (95% CI:0.11 to 0.16),0.1288,0.1065,0.1559,6.39479959E-5,-2.9566
sp|P60608|EFC2_HUMAN,P60608,ERVFC1-1,2,0.31 (95% CI:0.21 to 0.47),0.3114,0.2078,0.4665,3.88711113E-3,-1.6834
sp|P78537|BL1S1_HUMAN,P78537,BLOC1S1,2,36637.7 (95% CI:0.4 to 3357951614.72),36637.6969,0.3997,3357951614.7238,1.00619556E-1,15.161
sp|Q17RW2|COOA1_HUMAN,Q17RW2,COL24A1,2,4057.84 (95% CI:0.42 to 39607412.17),4057.8353,0.4157,39607412.1685,1.04635951E-1,11.9865
sp|Q3YEC7|RABL6_HUMAN,Q3YEC7,RABL6,2,4.36 (95% CI:1.28 to 14.88),4.3568,1.2759,14.8769,5.49849963E-2,2.1233
sp|Q684P5|RPGP2_HUMAN,Q684P5,RAP1GAP2,2,19.76 (95% CI:14.82 to 26.34),19.7573,14.8202,26.339,7.09197795E-5,4.3043
sp|Q96BJ3|AIDA_HUMAN,Q96BJ3,AIDA,2,2.28 (95% CI:1.37 to 3.78),2.276,1.3708,3.7788,2.32610832E-2,1.1865
sp|Q96F86|EDC3_HUMAN,Q96F86,EDC3,2,4.21 (95% CI:1.6 to 11.04),4.207,1.6027,11.0431,2.98794527E-2,2.0728
sp|Q9P0V9|SEP10_HUMAN,Q9P0V9,SEPTIN10,2,24.1 (95% CI:17.13 to 33.91),24.103,17.1323,33.9099,9.73041658E-5,4.5911
sp|Q9Y624|JAM1_HUMAN,Q9Y624,F11R,2,20.29 (95% CI:3.5 to 117.48),20.2908,3.5046,117.4785,1.97142713E-2,4.3428
sp|E9PAV3|NACAM_HUMAN,E9PAV3,NACA,2,11.3 (95% CI:7.63 to 16.72),11.2951,7.628,16.7249,3.49324950E-4,3.4976
sp|O60841|IF2P_HUMAN,O60841,EIF5B,2,2.4 (95% CI:2.08 to 2.78),2.4037,2.079,2.7792,3.75522565E-4,1.2653
sp|P07311|ACYP1_HUMAN,P07311,ACYP1,2,0.11 (95% CI:0.08 to 0.16),0.1135,0.0819,0.1573,2.75231729E-4,-3.1394
sp|P11233|RALA_HUMAN,P11233,RALA,2,12.06 (95% CI:9.72 to 14.98),12.0642,9.7175,14.9776,5.20438873E-5,3.5927
sp|P19634|SL9A1_HUMAN,P19634,SLC9A1,2,4.87 (95% CI:4.18 to 5.67),4.8672,4.1766,5.6721,7.14555814E-5,2.2831
sp|P57075|UBS3A_HUMAN,P57075,UBASH3A,2,24.68 (95% CI:19.57 to 31.11),24.6756,19.5697,31.1136,3.10805406E-5,4.625
sp|Q04941|PLP2_HUMAN,Q04941,PLP2,2,35.9 (95% CI:24.7 to 52.16),35.8963,24.7015,52.1646,8.93377120E-5,5.1658
sp|Q13322|GRB10_HUMAN,Q13322,GRB10,2,1.57 (95% CI:0.31 to 8),1.5675,0.307,8.0041,5.41052149E-1,0.6484
sp|Q13404|UB2V1_HUMAN,Q13404,UBE2V1,2,11.45 (95% CI:10.06 to 13.04),11.4534,10.0568,13.0439,1.41343075E-5,3.5177
sp|Q16851|UGPA_HUMAN,Q16851,UGP2,2,10.71 (95% CI:9.01 to 12.73),10.7084,9.0088,12.7285,3.16177076E-5,3.4207
sp|Q5JWF2|GNAS1_HUMAN,Q5JWF2,GNAS,2,21.28 (95% CI:18.82 to 24.07),21.2829,18.8172,24.0718,6.86595902E-6,4.4116
sp|Q8NHP8|PLBL2_HUMAN,Q8NHP8,PLBD2,2,2.32 (95% CI:0.61 to 8.88),2.3188,0.6055,8.8805,2.13411956E-1,1.2134
sp|Q8TEB9|RHBL4_HUMAN,Q8TEB9,RHBDD1,2,9.87 (95% CI:5.99 to 16.27),9.8739,5.9929,16.2683,8.78385516E-4,3.3036
sp|Q99418|CYH2_HUMAN,Q99418,CYTH2,2,5.13 (95% CI:3.34 to 7.89),5.1348,3.3436,7.8855,1.57946911E-3,2.3603
sp|Q9H3G5|CPVL_HUMAN,Q9H3G5,CPVL,2,6.79 (95% CI:3.01 to 15.33),6.7897,3.008,15.3258,7.46705254E-3,2.7634
sp|Q9NR56|MBNL1_HUMAN,Q9NR56,MBNL1,2,14.1 (95% CI:7.58 to 26.23),14.0979,7.5763,26.2333,1.11313012E-3,3.8174
sp|Q9NXC2|GFOD1_HUMAN,Q9NXC2,GFOD1,2,1.46 (95% CI:1.13 to 1.9),1.4636,1.1269,1.901,3.17629168E-2,0.5495
sp|Q9NZ09|UBAP1_HUMAN,Q9NZ09,UBAP1,2,2.03 (95% CI:1.1 to 3.73),2.0281,1.1035,3.7275,5.96939796E-2,1.0201
sp|Q9P209|CEP72_HUMAN,Q9P209,CEP72,2,11.52 (95% CI:8.4 to 15.8),11.5233,8.4049,15.7989,1.71298101E-4,3.5265
sp|Q9Y4G8|RPGF2_HUMAN,Q9Y4G8,RAPGEF2,2,2.63 (95% CI:0.55 to 12.58),2.6265,0.5486,12.5752,2.19206373E-1,1.3931
sp|A0A075B6S5|KV127_HUMAN,A0A075B6S5,IGKV1-27,2,0.23 (95% CI:0.17 to 0.3),0.2284,0.172,0.3033,5.94712119E-4,-2.1304
sp|A0A0C4DH67|KV108_HUMAN,A0A0C4DH67,IGKV1-8,2,0.21 (95% CI:0.16 to 0.28),0.2124,0.1597,0.2827,5.24418923E-4,-2.2349
sp|O00264|PGRC1_HUMAN,O00264,PGRMC1,2,27.46 (95% CI:15.34 to 49.17),27.459,15.3353,49.1673,4.54554682E-4,4.7792
sp|O60739|EIF1B_HUMAN / sp|P41567|EIF1_HUMAN,O60739 / P41567,EIF1B / EIF1,2,0.04 (95% CI:0 to 8154.3),0.0432,0,8154.3015,5.65238953E-1,-4.5341
sp|O75477|ERLN1_HUMAN,O75477,ERLIN1,2,14.27 (95% CI:6.56 to 31.05),14.2692,6.5579,31.048,2.24757887E-3,3.8348
sp|O75521|ECI2_HUMAN,O75521,ECI2,2,1.09 (95% CI:0.48 to 2.46),1.0901,0.4829,2.4606,8.19589289E-1,0.1245
sp|O75791|GRAP2_HUMAN,O75791,GRAP2,2,15.42 (95% CI:13.71 to 17.34),15.4186,13.7077,17.343,8.21698470E-6,3.9466
sp|P02549|SPTA1_HUMAN,P02549,SPTA1,2,0.81 (95% CI:0.45 to 1.44),0.809,0.455,1.4384,4.30653232E-1,-0.3059
sp|P17066|HSP76_HUMAN,P17066,HSPA6,2,19.1 (95% CI:14.76 to 24.7),19.096,14.7628,24.7009,5.28891058E-5,4.2552
sp|P21757|MSRE_HUMAN,P21757,MSR1,2,2.66 (95% CI:0.63 to 11.2),2.6649,0.6343,11.1959,1.83952634E-1,1.4141
sp|P31937|3HIDH_HUMAN,P31937,HIBADH,2,1.6 (95% CI:1.28 to 2),1.5978,1.2788,1.9965,1.05897972E-2,0.6761
sp|P49406|RM19_HUMAN,P49406,MRPL19,2,0.14 (95% CI:0.08 to 0.24),0.142,0.0842,0.2393,1.68793239E-3,-2.8164
sp|Q658P3|STEA3_HUMAN,Q658P3,STEAP3,2,4.73 (95% CI:1.12 to 19.98),4.7341,1.1216,19.9819,6.82648822E-2,2.2431
sp|Q66LE6|2ABD_HUMAN,Q66LE6,PPP2R2D,2,3.22 (95% CI:1.79 to 5.79),3.2188,1.7905,5.7865,1.24994882E-2,1.6865
sp|Q6ULP2|AFTIN_HUMAN,Q6ULP2,AFTPH,2,269.92 (95% CI:0.01 to 13128563.39),269.9225,0.0055,13128563.3869,2.88650761E-1,8.0764
sp|Q86YB8|ERO1B_HUMAN,Q86YB8,ERO1B,2,1.72 (95% CI:1.57 to 1.88),1.7179,1.5712,1.8783,3.71245669E-4,0.7807
sp|Q8N9N7|LRC57_HUMAN,Q8N9N7,LRRC57,2,2.57 (95% CI:1.58 to 4.18),2.569,1.5773,4.1841,1.37274044E-2,1.3612
sp|Q8TD19|NEK9_HUMAN,Q8TD19,NEK9,2,1.22 (95% CI:0.28 to 5.26),1.2152,0.2805,5.2645,7.71188596E-1,0.2813
sp|Q99490|AGAP2_HUMAN,Q99490,AGAP2,2,1.71 (95% CI:1.41 to 2.07),1.7076,1.4102,2.0678,4.29270266E-3,0.772
sp|Q99538|LGMN_HUMAN,Q99538,LGMN,2,4.78 (95% CI:2.47 to 9.25),4.7829,2.4734,9.249,7.26599430E-3,2.2579
sp|Q9NSE4|SYIM_HUMAN,Q9NSE4,IARS2,2,0.94 (95% CI:0.72 to 1.24),0.942,0.7159,1.2396,6.26520281E-1,-0.0862
sp|Q9NWV4|CZIB_HUMAN,Q9NWV4,CZIB,2,3.07 (95% CI:1.2 to 7.84),3.0735,1.2048,7.8402,5.49657072E-2,1.6199
sp|Q9NXC5|MIO_HUMAN,Q9NXC5,MIOS,2,2.54 (95% CI:0.35 to 18.64),2.5363,0.3452,18.6367,3.33958096E-1,1.3427
sp|Q9UBS0|KS6B2_HUMAN,Q9UBS0,RPS6KB2,2,14.76 (95% CI:4.88 to 44.68),14.7636,4.8787,44.6762,6.72849799E-3,3.884
sp|Q9Y2H0|DLGP4_HUMAN,Q9Y2H0,DLGAP4,2,2.45 (95% CI:0.85 to 7.07),2.4526,0.8513,7.0666,1.20654340E-1,1.2943
tr|A0A075B7B8|A0A075B7B8_HUMAN,A0A075B7B8,IGHV3OR16-12,2,0.32 (95% CI:0.27 to 0.37),0.3161,0.2736,0.3654,1.58299420E-4,-1.6613
sp|A2RUS2|DEND3_HUMAN,A2RUS2,DENND3,2,0.07 (95% CI:0.05 to 0.09),0.0658,0.0464,0.0932,1.67124231E-4,-3.9264
sp|O43808|PM34_HUMAN,O43808,SLC25A17,2,0.91 (95% CI:0.36 to 2.29),0.9086,0.3612,2.2851,8.23485479E-1,-0.1383
sp|O60493|SNX3_HUMAN,O60493,SNX3,2,7.6 (95% CI:5.75 to 10.04),7.599,5.7513,10.0403,2.08692573E-4,2.9258
sp|O60669|MOT2_HUMAN,O60669,SLC16A7,2,386.63 (95% CI:15.11 to 9893.87),386.6306,15.1087,9893.8698,1.60541980E-2,8.5948
sp|O75886|STAM2_HUMAN,O75886,STAM2,2,4.96 (95% CI:2.64 to 9.35),4.9641,2.6355,9.35,5.92407525E-3,2.3115
sp|P13693|TCTP_HUMAN,P13693,TPT1,2,5.3 (95% CI:0.62 to 45.08),5.3002,0.6232,45.0808,1.44361442E-1,2.4061
sp|P14927|QCR7_HUMAN,P14927,UQCRB,2,18.83 (95% CI:8.44 to 42.01),18.8312,8.4415,42.0084,1.81140533E-3,4.2351
sp|P16885|PLCG2_HUMAN,P16885,PLCG2,2,3.92 (95% CI:2.45 to 6.28),3.9196,2.4455,6.2824,3.84217932E-3,1.9707
sp|P24539|AT5F1_HUMAN,P24539,ATP5PB,2,31.81 (95% CI:14.91 to 67.86),31.8103,14.9115,67.8603,8.89087462E-4,4.9914
sp|P24557|THAS_HUMAN,P24557,TBXAS1,2,33.57 (95% CI:21.81 to 51.69),33.5729,21.8051,51.6916,1.47081918E-4,5.0692
sp|P35626|ARBK2_HUMAN,P35626,GRK3,2,7.9 (95% CI:3.16 to 19.76),7.9039,3.1616,19.7594,8.48245243E-3,2.9826
sp|P36404|ARL2_HUMAN,P36404,ARL2,2,20.3 (95% CI:1.9 to 216.83),20.3037,1.9013,216.8252,4.67447232E-2,4.3437
sp|P40763|STAT3_HUMAN,P40763,STAT3,2,3.72 (95% CI:2.59 to 5.34),3.7191,2.5888,5.3429,1.86531357E-3,1.895
sp|P41240|CSK_HUMAN,P41240,CSK,2,17.1 (95% CI:13.03 to 22.44),17.0985,13.0268,22.4427,6.96546370E-5,4.0958
sp|P48449|LSS_HUMAN,P48449,LSS,2,1.81 (95% CI:0.44 to 7.48),1.8102,0.4378,7.4838,3.82107807E-1,0.8561
sp|P59998|ARPC4_HUMAN,P59998,ARPC4,2,19.23 (95% CI:15.88 to 23.3),19.2343,15.8812,23.2953,2.30825646E-5,4.2656
sp|Q12904|AIMP1_HUMAN,Q12904,AIMP1,2,23.96 (95% CI:15.48 to 37.07),23.9572,15.4825,37.0707,2.08799741E-4,4.5824
sp|Q13564|ULA1_HUMAN,Q13564,NAE1,2,2.85 (95% CI:2.16 to 3.76),2.847,2.1573,3.7572,1.63959290E-3,1.5094
sp|Q14161|GIT2_HUMAN,Q14161,GIT2,2,1.53 (95% CI:1.12 to 2.09),1.5288,1.1178,2.0911,3.90323850E-2,0.6124
sp|Q15005|SPCS2_HUMAN,Q15005,SPCS2,2,0.38 (95% CI:0.02 to 8.02),0.3771,0.0177,8.0181,4.85747002E-1,-1.4069
sp|Q8IUI8|CRLF3_HUMAN,Q8IUI8,CRLF3,2,12.76 (95% CI:11.09 to 14.69),12.7625,11.0901,14.6872,1.54814830E-5,3.6738
sp|Q8WWA1|TMM40_HUMAN,Q8WWA1,TMEM40,2,55.67 (95% CI:18.5 to 167.52),55.6676,18.4984,167.5215,1.82799772E-3,5.7988
sp|Q92538|GBF1_HUMAN,Q92538,GBF1,2,4.71 (95% CI:3.2 to 6.94),4.7089,3.1963,6.9375,1.36477837E-3,2.2354
sp|Q92544|TM9S4_HUMAN,Q92544,TM9SF4,2,3.09 (95% CI:1.95 to 4.9),3.0923,1.95,4.9037,6.59228222E-3,1.6287
sp|Q96T23|RSF1_HUMAN,Q96T23,RSF1,2,1.34 (95% CI:0.04 to 43.54),1.343,0.0414,43.5443,8.58255329E-1,0.4255
sp|Q9NVT9|ARMC1_HUMAN,Q9NVT9,ARMC1,2,16.28 (95% CI:2.7 to 98.15),16.277,2.6995,98.1465,2.64350220E-2,4.0248
sp|Q9NW15|ANO10_HUMAN,Q9NW15,ANO10,2,3.85 (95% CI:1.99 to 7.46),3.8502,1.9869,7.4608,1.16819061E-2,1.9449
sp|Q9UJX2|CDC23_HUMAN,Q9UJX2,CDC23,2,2.95 (95% CI:1.42 to 6.14),2.9532,1.4216,6.1351,3.03583221E-2,1.5623
sp|Q9Y2J2|E41L3_HUMAN,Q9Y2J2,EPB41L3,2,2.2 (95% CI:1.52 to 3.18),2.198,1.5203,3.1778,1.00835610E-2,1.1362
sp|O75874|IDHC_HUMAN,O75874,IDH1,2,20.81 (95% CI:16.62 to 26.05),20.8084,16.6215,26.05,3.29414696E-5,4.3791
sp|O75952|CABYR_HUMAN,O75952,CABYR,2,18.8 (95% CI:7.52 to 47.04),18.8008,7.515,47.035,2.76717265E-3,4.2327
sp|P00742|FA10_HUMAN,P00742,F10,2,38.89 (95% CI:35.89 to 42.14),38.8876,35.886,42.1402,2.52843044E-6,5.2812
sp|P01880|IGHD_HUMAN,P01880,IGHD,2,0.1 (95% CI:0.08 to 0.12),0.0989,0.0837,0.1169,3.10658763E-5,-3.3378
sp|P09172|DOPO_HUMAN,P09172,DBH,2,0.12 (95% CI:0.1 to 0.14),0.1163,0.0967,0.1398,5.03142352E-5,-3.1044
sp|P63096|GNAI1_HUMAN,P63096,GNAI1,2,28.85 (95% CI:22.06 to 37.71),28.8452,22.0614,37.7148,4.04873851E-5,4.8503
sp|Q00765|REEP5_HUMAN,Q00765,REEP5,2,2.53 (95% CI:2.07 to 3.09),2.5314,2.0735,3.0905,8.39613640E-4,1.34
sp|Q03591|FHR1_HUMAN,Q03591,CFHR1,2,0.1 (95% CI:0.09 to 0.11),0.1008,0.0891,0.1141,1.45591811E-5,-3.3104
sp|Q13217|DNJC3_HUMAN,Q13217,DNAJC3,2,9.47 (95% CI:4.18 to 21.44),9.4673,4.1802,21.4413,4.52473439E-3,3.2429
sp|Q7L5D6|GET4_HUMAN,Q7L5D6,GET4,2,11.27 (95% CI:5.57 to 22.82),11.273,5.5682,22.8226,2.22063992E-3,3.4948
sp|Q8NFP9|NBEA_HUMAN,Q8NFP9,NBEA,2,47.05 (95% CI:33.91 to 65.28),47.0511,33.9143,65.2765,4.89345732E-5,5.5562
sp|Q8WWM7|ATX2L_HUMAN,Q8WWM7,ATXN2L,2,2.9 (95% CI:0.33 to 25.54),2.9049,0.3304,25.5372,3.12164035E-1,1.5385
sp|Q96JC1|VPS39_HUMAN,Q96JC1,VPS39,2,1.16 (95% CI:0.83 to 1.63),1.1615,0.8298,1.6259,3.54110766E-1,0.216
sp|Q96JG6|VPS50_HUMAN,Q96JG6,VPS50,2,3.98 (95% CI:1.32 to 12),3.9847,1.3233,11.9984,4.85824138E-2,1.9945
sp|Q9BX97|PLVAP_HUMAN,Q9BX97,PLVAP,2,1.14 (95% CI:0.06 to 21.14),1.1358,0.061,21.1438,9.31373571E-1,0.1837
sp|Q9BZF1|OSBL8_HUMAN,Q9BZF1,OSBPL8,2,8.67 (95% CI:6.99 to 10.76),8.6725,6.9902,10.7598,7.84593095E-5,3.1165
sp|Q9H0U6|RM18_HUMAN,Q9H0U6,MRPL18,2,7.98 (95% CI:2.56 to 24.87),7.9802,2.5604,24.8725,1.63264884E-2,2.9964
sp|Q9P0T7|TMEM9_HUMAN,Q9P0T7,TMEM9,2,9.82 (95% CI:8.53 to 11.3),9.8187,8.5298,11.3023,2.02396092E-5,3.2955
sp|Q9UGJ1|GCP4_HUMAN,Q9UGJ1,TUBGCP4,2,5.54 (95% CI:0.71 to 43.13),5.5415,0.712,43.1281,1.24754394E-1,2.4703
sp|Q9ULA0|DNPEP_HUMAN,Q9ULA0,DNPEP,2,7.17 (95% CI:2.63 to 19.56),7.1736,2.6314,19.5563,1.30944994E-2,2.8427
sp|O60279|SUSD5_HUMAN,O60279,SUSD5,2,8.64 (95% CI:7.32 to 10.2),8.64,7.3199,10.1981,3.66791714E-5,3.111
sp|P07900|HS90A_HUMAN,P07900,HSP90AA1,2,25.91 (95% CI:24.61 to 27.28),25.912,24.6084,27.2848,2.11187355E-6,4.6956
sp|P08603|CFAH_HUMAN,P08603,CFH,2,0.11 (95% CI:0.1 to 0.12),0.1105,0.1018,0.12,5.93335090E-6,-3.1773
sp|P10523|ARRS_HUMAN,P10523,SAG,2,17.64 (95% CI:2.68 to 116.09),17.6444,2.6819,116.0862,2.79403508E-2,4.1411
sp|P55268|LAMB2_HUMAN,P55268,LAMB2,2,4.4 (95% CI:0.69 to 28.16),4.4005,0.6878,28.1557,1.36957233E-1,2.1377
sp|Q14353|GAMT_HUMAN,Q14353,GAMT,2,22.57 (95% CI:12.25 to 41.6),22.5708,12.2469,41.5976,6.35657298E-4,4.4964
sp|Q14BN4|SLMAP_HUMAN,Q14BN4,SLMAP,2,12.76 (95% CI:3.83 to 42.53),12.7565,3.8263,42.5281,1.04259737E-2,3.6732
sp|Q4G0P3|HYDIN_HUMAN,Q4G0P3,HYDIN,2,13.76 (95% CI:5.43 to 34.86),13.7554,5.4282,34.8571,4.18650672E-3,3.7819
sp|Q7L576|CYFP1_HUMAN,Q7L576,CYFIP1,2,7.31 (95% CI:2.2 to 24.3),7.3114,2.2002,24.2961,2.18290831E-2,2.8702
sp|Q8N6L1|KTAP2_HUMAN,Q8N6L1,KRTCAP2,2,246.04 (95% CI:0.01 to 6501006.49),246.0408,0.0093,6501006.4883,2.71635671E-1,7.9428
sp|Q8N715|CC185_HUMAN,Q8N715,CCDC185,2,2.26 (95% CI:0.84 to 6.06),2.2632,0.8447,6.0635,1.26570072E-1,1.1783
sp|Q8NDZ4|DIK2A_HUMAN,Q8NDZ4,DIPK2A,2,12.7 (95% CI:4.88 to 33.08),12.6991,4.8753,33.0788,5.06964498E-3,3.6667
sp|Q8WW12|PCNP_HUMAN,Q8WW12,PCNP,2,57.2 (95% CI:13.13 to 249.13),57.2002,13.1334,249.1253,4.52347235E-3,5.8379
sp|Q8WXW3|PIBF1_HUMAN,Q8WXW3,PIBF1,2,2.63 (95% CI:0.94 to 7.38),2.6332,0.9394,7.3811,9.58097990E-2,1.3968
sp|Q9H6K4|OPA3_HUMAN,Q9H6K4,OPA3,2,8.44 (95% CI:6.07 to 11.74),8.4442,6.0749,11.7376,3.00735217E-4,3.078
sp|Q9H9P8|L2HDH_HUMAN,Q9H9P8,L2HGDH,2,0.84 (95% CI:0.58 to 1.22),0.8404,0.578,1.2218,3.35824889E-1,-0.2509
sp|Q9HAU5|RENT2_HUMAN,Q9HAU5,UPF2,2,4.35 (95% CI:1.8 to 10.47),4.3465,1.8048,10.4675,2.12431842E-2,2.1198
sp|Q9NPB8|GPCP1_HUMAN,Q9NPB8,GPCPD1,2,4.17 (95% CI:2.36 to 7.37),4.1699,2.3609,7.3651,6.07722180E-3,2.06
sp|Q9UGP4|LIMD1_HUMAN,Q9UGP4,LIMD1,2,0.2 (95% CI:0.1 to 0.4),0.2046,0.104,0.4025,7.54480465E-3,-2.289
sp|Q9UIJ7|KAD3_HUMAN,Q9UIJ7,AK3,2,5.75 (95% CI:4.44 to 7.44),5.7479,4.4386,7.4435,2.62412960E-4,2.523
sp|Q9Y653|AGRG1_HUMAN,Q9Y653,ADGRG1,2,1123742.03 (95% CI:696704.69 to 1812527.13),1123742.0313,696704.6905,1812527.1298,5.00487071E-6,20.0999
sp|A2RRP1|NBAS_HUMAN,A2RRP1,NBAS,2,4.17 (95% CI:1.88 to 9.24),4.1707,1.8821,9.2423,1.72162181E-2,2.0603
sp|B9A064|IGLL5_HUMAN,B9A064,IGLL5,2,0.23 (95% CI:0.2 to 0.27),0.2337,0.2007,0.2722,9.06890707E-5,-2.0972
sp|O00303|EIF3F_HUMAN,O00303,EIF3F,2,9.65 (95% CI:3.68 to 25.28),9.652,3.6847,25.2829,7.44982534E-3,3.2708
sp|O43617|TPPC3_HUMAN,O43617,TRAPPC3,2,13.31 (95% CI:5.83 to 30.34),13.306,5.8347,30.3443,2.93524826E-3,3.734
sp|P12814|ACTN1_HUMAN,P12814,ACTN1,2,35.77 (95% CI:33.41 to 38.3),35.7699,33.406,38.3011,2.20708188E-6,5.1607
sp|P52429|DGKE_HUMAN,P52429,DGKE,2,8.26 (95% CI:3.4 to 20.06),8.2637,3.4035,20.0638,7.19185881E-3,3.0468
sp|P53634|CATC_HUMAN,P53634,CTSC,2,3.86 (95% CI:1.89 to 7.92),3.8633,1.8853,7.9169,1.48902837E-2,1.9498
sp|P56385|ATP5I_HUMAN,P56385,ATP5ME,2,27.58 (95% CI:21.54 to 35.3),27.5758,21.5398,35.3032,3.34960894E-5,4.7853
sp|Q01813|PFKAP_HUMAN,Q01813,PFKP,2,11.52 (95% CI:9.66 to 13.73),11.5163,9.6598,13.7296,3.06532001E-5,3.5256
sp|Q13043|STK4_HUMAN,Q13043,STK4,2,15.08 (95% CI:8.6 to 26.45),15.0829,8.601,26.4499,7.47534881E-4,3.9148
sp|Q13868|EXOS2_HUMAN,Q13868,EXOSC2,2,3.68 (95% CI:0.6 to 22.66),3.6768,0.5967,22.6574,1.69812129E-1,1.8784
sp|Q5T2D2|TRML2_HUMAN,Q5T2D2,TREML2,2,3.83 (95% CI:2.5 to 5.87),3.8258,2.4955,5.8654,2.93382351E-3,1.9358
sp|Q5VTQ0|TT39B_HUMAN,Q5VTQ0,TTC39B,2,12.47 (95% CI:6.92 to 22.49),12.4723,6.916,22.4925,1.09678697E-3,3.6407
sp|Q6ICG6|K0930_HUMAN,Q6ICG6,KIAA0930,2,2.24 (95% CI:0.13 to 38.1),2.2397,0.1317,38.0987,5.29261607E-1,1.1633
sp|Q86SZ2|TPC6B_HUMAN,Q86SZ2,TRAPPC6B,2,3.73 (95% CI:1.22 to 11.36),3.7304,1.225,11.3604,5.69350992E-2,1.8993
sp|Q86TB9|PATL1_HUMAN,Q86TB9,PATL1,2,1101.63 (95% CI:0.1 to 11706588.18),1101.6309,0.1037,11706588.1764,1.53339287E-1,10.1054
sp|Q8NEY1|NAV1_HUMAN,Q8NEY1,NAV1,2,11.03 (95% CI:8.22 to 14.8),11.0293,8.2205,14.7979,1.45461772E-4,3.4633
sp|Q8WUA8|TSK_HUMAN,Q8WUA8,TSKU,2,0.7 (95% CI:0.35 to 1.41),0.7027,0.3494,1.4131,2.99785607E-1,-0.5091
sp|Q92541|RTF1_HUMAN,Q92541,RTF1,2,0.8 (95% CI:0.71 to 0.89),0.7959,0.7142,0.8869,1.05252534E-2,-0.3293
sp|Q96CV9|OPTN_HUMAN,Q96CV9,OPTN,2,36.1 (95% CI:17.04 to 76.47),36.101,17.0431,76.4695,7.71805723E-4,5.174
sp|Q99501|GA2L1_HUMAN,Q99501,GAS2L1,2,7.34 (95% CI:1.9 to 28.41),7.3388,1.8958,28.4095,3.08122044E-2,2.8755
sp|Q9H6U8|ALG9_HUMAN,Q9H6U8,ALG9,2,16.74 (95% CI:7.09 to 39.5),16.738,7.0923,39.5017,2.55734264E-3,4.0651
