Protein Name,Gene Name,AD ROC,AD q-value,AD direction,PDD ROC,PDD q-value,PDD direction,PD-noMCI ROC,PD-noMCI q-value,PD-noMCI direction,HC ROC,HC q-value,HC direction,Dementia ROC,Dementia q-value,Dementia direction,Parkinson's ROC,Parkinson's q-value,Parkinson's direction
sp|P27105|STOM_HUMAN,STOM,0.726666667,0.149376238,decreased,0.52,0.956699224,increased,0.663333333,0.380155866,increased,0.543333333,0.996900209,increased,0.655,0.544178501,decreased,0.6375,0.319731187,increased
sp|Q32P28|P3H1_HUMAN,P3H1,0.736666667,0.132268441,increased,0.653333333,0.521927887,decreased,0.516666667,0.942954422,decreased,0.566666667,0.996900209,decreased,0.5625,0.75786164,increased,0.6275,0.365214234,decreased
sp|Q969H8|MYDGF_HUMAN,MYDGF,0.593333333,0.588183349,decreased,0.613333333,0.685932205,decreased,0.783333333,0.169242965,increased,0.576666667,0.996900209,decreased,0.655,0.544178501,decreased,0.6275,0.365214234,increased
sp|Q9P2R7|SUCB1_HUMAN,SUCB1,0.683333333,0.253136088,decreased,0.523333333,0.954854768,decreased,0.68,0.341393032,increased,0.526666667,0.996900209,increased,0.655,0.544178501,decreased,0.6175,0.407005565,increased
sp|P63096|GNAI1_HUMAN,GNAI1,0.713333333,0.178256385,decreased,0.506666667,0.988796416,increased,0.643333333,0.44575261,increased,0.563333333,0.996900209,increased,0.655,0.544178501,decreased,0.6125,0.42797993,increased
sp|Q99623|PHB2_HUMAN,PHB2,0.71,0.184961813,decreased,0.503333333,0.995613332,increased,0.636666667,0.467393649,increased,0.57,0.996900209,increased,0.655,0.544178501,decreased,0.605,0.468271493,increased
sp|Q05209|PTN12_HUMAN,PTN12,0.736666667,0.132268441,increased,0.826666667,0.147153087,decreased,0.703333333,0.304112902,decreased,0.793333333,0.996900209,increased,0.5675,0.739084018,decreased,0.8975,0.001209957,decreased
sp|Q9Y2Z0|SGT1_HUMAN,SGT1,0.523333333,0.91571773,decreased,0.73,0.301137616,increased,0.616666667,0.530500415,decreased,0.59,0.996900209,decreased,0.655,0.544178501,increased,0.585,0.568745174,increased
sp|Q14315|FLNC_HUMAN,FLNC,0.646666667,0.37384572,decreased,0.56,0.859905941,decreased,0.636666667,0.467393649,increased,0.57,0.996900209,increased,0.655,0.544178501,decreased,0.5575,0.713644274,increased
sp|Q9NPG3|UBN1_HUMAN,UBN1,0.59,0.604773616,decreased,0.616666667,0.666884125,decreased,0.683333333,0.331458897,increased,0.523333333,0.996900209,increased,0.655,0.544178501,decreased,0.55,0.752305046,increased
sp|P00734|THRB_HUMAN,THRB,0.736666667,0.132268441,increased,0.56,0.859905941,decreased,0.683333333,0.331458897,decreased,0.506666667,0.996900209,increased,0.6325,0.565116825,increased,0.6825,0.167379121,decreased
sp|P00751|CFAB_HUMAN,CFAB,0.733333333,0.138113105,increased,0.743333333,0.273065966,decreased,0.523333333,0.919572482,decreased,0.533333333,0.996900209,increased,0.5075,0.983440442,decreased,0.7,0.127099088,decreased
sp|P98172|EFNB1_HUMAN,EFNB1,0.6,0.558110232,decreased,0.606666667,0.700889568,decreased,0.66,0.391166407,increased,0.546666667,0.996900209,increased,0.655,0.544178501,decreased,0.54,0.802007185,increased
sp|P43405|KSYK_HUMAN,KSYK,0.536666667,0.860882397,decreased,0.67,0.479099082,decreased,0.686666667,0.327395716,increased,0.52,0.996900209,increased,0.655,0.544178501,decreased,0.5125,0.950158038,increased
sp|Q9P289|STK26_HUMAN,STK26,0.72,0.163843396,decreased,0.51,0.983073469,increased,0.73,0.263689886,increased,0.52,0.996900209,decreased,0.6575,0.544178501,decreased,0.68,0.174014854,increased
sp|Q96TC7|RMD3_HUMAN,RMD3,0.74,0.127541977,decreased,0.53,0.935104022,increased,0.656666667,0.404460303,increased,0.553333333,0.996900209,increased,0.6575,0.544178501,decreased,0.64,0.309496996,increased
sp|P09493|TPM1_HUMAN,TPM1,0.713333333,0.178256385,decreased,0.503333333,0.995613332,increased,0.67,0.367680691,increased,0.54,0.996900209,increased,0.6575,0.544178501,decreased,0.63,0.3536022,increased
sp|Q14247|SRC8_HUMAN,SRC8,0.666666667,0.308214406,decreased,0.543333333,0.907248369,decreased,0.66,0.391166407,increased,0.55,0.996900209,increased,0.6575,0.544178501,decreased,0.5875,0.555574922,increased
sp|P17931|LEG3_HUMAN,LEG3,0.733333333,0.138113105,increased,0.66,0.501713435,decreased,0.643333333,0.44575261,decreased,0.57,0.996900209,increased,0.555,0.783587075,increased,0.7275,0.075289698,decreased
sp|P48059|LIMS1_HUMAN,LIMS1,0.616666667,0.489147376,decreased,0.593333333,0.755264333,decreased,0.66,0.391166407,increased,0.55,0.996900209,increased,0.6575,0.544178501,decreased,0.55,0.752305046,increased
sp|Q9ULC4|MCTS1_HUMAN,MCTS1,0.733333333,0.138113105,increased,0.516666667,0.96525993,decreased,0.593333333,0.619664707,decreased,0.623333333,0.996900209,decreased,0.6625,0.534809545,increased,0.5825,0.583568433,decreased
sp|Q14139|UBE4A_HUMAN,UBE4A,0.6,0.558110232,decreased,0.61,0.695817416,decreased,0.543333333,0.827197043,increased,0.666666667,0.996900209,increased,0.6575,0.544178501,decreased,0.55,0.752305046,decreased
sp|Q12846|STX4_HUMAN,STX4,0.513333333,0.95237566,decreased,0.696666667,0.396346226,decreased,0.636666667,0.467393649,increased,0.573333333,0.996900209,increased,0.6575,0.544178501,decreased,0.545,0.78011418,decreased
sp|O76041|NEBL_HUMAN,NEBL,0.733333333,0.138113105,increased,0.653333333,0.521927887,decreased,0.626666667,0.499364893,decreased,0.546666667,0.996900209,increased,0.56,0.76400269,increased,0.71,0.104682375,decreased
sp|Q92973|TNPO1_HUMAN,TNPO1,0.633333333,0.425672964,decreased,0.576666667,0.815722066,decreased,0.613333333,0.544108172,increased,0.596666667,0.996900209,increased,0.6575,0.544178501,decreased,0.5275,0.863352138,increased
sp|P78406|RAE1L_HUMAN,RAE1L,0.733333333,0.138113105,increased,0.56,0.859905941,increased,0.746666667,0.234191313,decreased,0.546666667,0.996900209,decreased,0.72,0.521565295,increased,0.64,0.309496996,decreased
sp|P02787|TRFE_HUMAN,TRFE,0.61,0.513743552,decreased,0.6,0.730173911,decreased,0.62,0.523169459,increased,0.59,0.996900209,increased,0.6575,0.544178501,decreased,0.515,0.937764523,increased
sp|Q13637|RAB32_HUMAN,RAB32,0.636666667,0.412971101,decreased,0.573333333,0.825762735,decreased,0.593333333,0.619664707,increased,0.616666667,0.996900209,increased,0.6575,0.544178501,decreased,0.515,0.937764523,increased
sp|P10515|ODP2_HUMAN,ODP2,0.53,0.883376761,decreased,0.68,0.439416774,decreased,0.69,0.321245666,increased,0.52,0.996900209,increased,0.6575,0.544178501,decreased,0.5075,0.97479101,increased
sp|P30626|SORCN_HUMAN,SORCN,0.866666667,0.020649378,decreased,0.666666667,0.484784693,increased,0.85,0.116978434,increased,0.65,0.996900209,decreased,0.65,0.548799816,decreased,0.8875,0.001489774,increased
sp|Q9Y6K0|CEPT1_HUMAN,CEPT1,0.73,0.143997494,increased,0.586666667,0.778105369,decreased,0.633333333,0.475354683,decreased,0.51,0.996900209,decreased,0.6075,0.602718804,increased,0.665,0.212429069,decreased
sp|Q9H3P7|GCP60_HUMAN,GCP60,0.793333333,0.060257881,decreased,0.593333333,0.755264333,increased,0.746666667,0.234191313,increased,0.546666667,0.996900209,decreased,0.65,0.548799816,decreased,0.755,0.044928546,increased
sp|Q9NSD9|SYFB_HUMAN,SYFB,0.66,0.331048619,decreased,0.54,0.915622684,decreased,0.866666667,0.096690819,increased,0.666666667,0.996900209,decreased,0.65,0.548799816,decreased,0.745,0.053338857,increased
sp|Q7LGA3|HS2ST_HUMAN,HS2ST,0.73,0.143997494,increased,0.636666667,0.59256787,decreased,0.646666667,0.436619814,decreased,0.553333333,0.996900209,increased,0.57,0.729315601,increased,0.7125,0.100730506,decreased
sp|P55103|INHBC_HUMAN,INHBC,0.73,0.143997494,increased,0.626666667,0.6258633,decreased,0.623333333,0.510914218,decreased,0.52,0.996900209,increased,0.5775,0.698558463,increased,0.6875,0.156011746,decreased
sp|P54819|KAD2_HUMAN,KAD2,0.73,0.143997494,increased,0.586666667,0.778105369,decreased,0.58,0.66218869,increased,0.723333333,0.996900209,decreased,0.6075,0.602718804,increased,0.505,0.982734238,decreased
sp|O75874|IDHC_HUMAN,IDHC,0.84,0.031853772,decreased,0.64,0.586177234,increased,0.666666667,0.374866276,increased,0.533333333,0.996900209,increased,0.65,0.548799816,decreased,0.73,0.071747055,increased
sp|Q16363|LAMA4_HUMAN,LAMA4,0.73,0.143997494,increased,0.676666667,0.448372378,decreased,0.613333333,0.544108172,decreased,0.56,0.996900209,increased,0.54,0.854896308,increased,0.7175,0.092061193,decreased
sp|E9PAV3|NACAM_HUMAN,NACAM,0.73,0.143997494,increased,0.726666667,0.305998338,decreased,0.673333333,0.359993352,decreased,0.67,0.996900209,increased,0.5025,1,increased,0.8,0.015626575,decreased
sp|Q9UH62|ARMX3_HUMAN,ARMX3,0.753333333,0.107559038,decreased,0.553333333,0.876236625,increased,0.69,0.321245666,increased,0.51,0.996900209,increased,0.65,0.548799816,decreased,0.6825,0.167379121,increased
sp|A0A075B6H7|KV37_HUMAN / tr|A0A0C4DH90|A0A0C4DH90_HUMAN / sp|A0A0C4DH55|KVD07_HUMAN / sp|P01624|KV315_HUMAN,KV37,0.513333333,0.95237566,decreased,0.713333333,0.346485848,increased,0.513333333,0.956207301,increased,0.713333333,0.996900209,decreased,0.65,0.548799816,increased,0.67,0.199017725,increased
sp|O00233|PSMD9_HUMAN,PSMD9,0.73,0.143997494,increased,0.523333333,0.954854768,increased,0.81,0.141387388,decreased,0.556666667,0.996900209,increased,0.69,0.521565295,increased,0.715,0.096582812,decreased
sp|P84095|RHOG_HUMAN,RHOG,0.673333333,0.285793137,decreased,0.526666667,0.947882682,decreased,0.71,0.296030692,increased,0.51,0.996900209,decreased,0.65,0.548799816,decreased,0.6375,0.319731187,increased
sp|Q8WWF6|DNJB3_HUMAN / sp|O75190|DNJB6_HUMAN,DNJB3,0.683333333,0.253136088,decreased,0.516666667,0.96525993,decreased,0.693333333,0.3204817,increased,0.506666667,0.996900209,increased,0.65,0.548799816,decreased,0.6325,0.341932788,increased
sp|P54920|SNAA_HUMAN,SNAA,0.73,0.143997494,increased,0.646666667,0.559232228,decreased,0.51,0.970909944,decreased,0.573333333,0.996900209,decreased,0.5625,0.75786164,increased,0.6175,0.407005565,decreased
sp|P04899|GNAI2_HUMAN,GNAI2,0.7,0.207653695,decreased,0.5,1,decreased,0.653333333,0.418142227,increased,0.546666667,0.996900209,increased,0.65,0.548799816,decreased,0.615,0.418759506,increased
sp|O43615|TIM44_HUMAN,TIM44,0.73,0.143997494,increased,0.633333333,0.601068318,decreased,0.643333333,0.44575261,decreased,0.546666667,0.996900209,increased,0.5725,0.719635524,increased,0.7075,0.109025071,decreased
sp|P21283|VATC1_HUMAN,VATC1,0.73,0.143997494,increased,0.57,0.83536513,increased,0.666666667,0.374866276,decreased,0.633333333,0.996900209,decreased,0.725,0.521565295,increased,0.5725,0.633544158,decreased
sp|P41091|IF2G_HUMAN,IF2G,0.683333333,0.253136088,decreased,0.516666667,0.96525993,decreased,0.666666667,0.374866276,increased,0.533333333,0.996900209,increased,0.65,0.548799816,decreased,0.6125,0.42797993,increased
sp|P14550|AK1A1_HUMAN,AK1A1,0.726666667,0.149376238,increased,0.666666667,0.484784693,decreased,0.67,0.367680691,decreased,0.61,0.996900209,increased,0.545,0.832412337,increased,0.7525,0.04599851,decreased
sp|P13637|AT1A3_HUMAN,AT1A3,0.726666667,0.149376238,increased,0.71,0.356120505,decreased,0.586666667,0.64232523,decreased,0.57,0.996900209,increased,0.5125,0.964449385,increased,0.7225,0.083809004,decreased
sp|Q9BTY2|FUCO2_HUMAN,FUCO2,0.726666667,0.149376238,increased,0.563333333,0.856571267,decreased,0.666666667,0.374866276,decreased,0.503333333,0.996900209,increased,0.6225,0.570824621,increased,0.6725,0.191431594,decreased
sp|P05106|ITB3_HUMAN,ITB3,0.66,0.331048619,decreased,0.54,0.915622684,decreased,0.686666667,0.327395716,increased,0.513333333,0.996900209,increased,0.65,0.548799816,decreased,0.61,0.442569406,increased
sp|P35813|PPM1A_HUMAN,PPM1A,0.646666667,0.37384572,decreased,0.553333333,0.876236625,decreased,0.69,0.321245666,increased,0.51,0.996900209,increased,0.65,0.548799816,decreased,0.6025,0.481433862,increased
sp|P36969|GPX4_HUMAN,GPX4,0.726666667,0.149376238,increased,0.613333333,0.685932205,decreased,0.646666667,0.436619814,decreased,0.533333333,0.996900209,increased,0.585,0.670450194,increased,0.695,0.139145353,decreased
sp|O75791|GRAP2_HUMAN,GRAP2,0.726666667,0.149376238,increased,0.66,0.501713435,decreased,0.633333333,0.475354683,decreased,0.566666667,0.996900209,increased,0.55,0.806907832,increased,0.72,0.08923603,decreased
sp|P35754|GLRX1_HUMAN,GLRX1,0.516666667,0.943381872,decreased,0.683333333,0.423268286,decreased,0.556666667,0.76786076,increased,0.643333333,0.996900209,increased,0.65,0.548799816,decreased,0.595,0.521342284,decreased
sp|P49821|NDUV1_HUMAN,NDUV1,0.726666667,0.149376238,increased,0.633333333,0.601068318,decreased,0.69,0.321245666,decreased,0.596666667,0.996900209,increased,0.57,0.729315601,increased,0.7425,0.055480012,decreased
sp|Q15796|SMAD2_HUMAN,SMAD2,0.663333333,0.318122064,decreased,0.536666667,0.922960873,decreased,0.653333333,0.418142227,increased,0.546666667,0.996900209,increased,0.65,0.548799816,decreased,0.5875,0.555574922,increased
sp|Q9BX93|PG12B_HUMAN,PG12B,0.726666667,0.149376238,increased,0.556666667,0.868302204,decreased,0.546666667,0.811452395,decreased,0.623333333,0.996900209,decreased,0.6275,0.570824621,increased,0.5775,0.607038462,decreased
sp|Q9BZ72|PITM2_HUMAN,PITM2,0.726666667,0.149376238,increased,0.733333333,0.296039905,decreased,0.52,0.932451087,decreased,0.526666667,0.996900209,increased,0.505,0.9948082,decreased,0.69,0.150786512,decreased
sp|P62736|ACTA_HUMAN,ACTA,0.62,0.476259127,decreased,0.58,0.79872244,decreased,0.683333333,0.331458897,increased,0.516666667,0.996900209,increased,0.65,0.548799816,decreased,0.5775,0.607038462,increased
sp|P68032|ACTC_HUMAN,ACTC,0.613333333,0.500799996,decreased,0.586666667,0.778105369,decreased,0.686666667,0.327395716,increased,0.513333333,0.996900209,increased,0.65,0.548799816,decreased,0.575,0.622188737,increased
sp|Q08209|PP2BA_HUMAN,PP2BA,0.726666667,0.149376238,increased,0.516666667,0.96525993,decreased,0.733333333,0.261796483,decreased,0.523333333,0.996900209,increased,0.6575,0.544178501,increased,0.6875,0.156011746,decreased
sp|P60709|ACTB_HUMAN,ACTB,0.62,0.476259127,decreased,0.58,0.79872244,decreased,0.67,0.367680691,increased,0.53,0.996900209,increased,0.65,0.548799816,decreased,0.5675,0.660336376,increased
sp|Q13188|STK3_HUMAN,STK3,0.726666667,0.149376238,increased,0.603333333,0.717991265,decreased,0.806666667,0.143086535,decreased,0.683333333,0.996900209,increased,0.5925,0.642303162,increased,0.8075,0.012618129,decreased
sp|Q13131|AAPK1_HUMAN,AAPK1,0.583333333,0.63566125,decreased,0.616666667,0.666884125,decreased,0.58,0.66218869,increased,0.62,0.996900209,increased,0.65,0.548799816,decreased,0.5275,0.863352138,decreased
sp|Q13107|UBP4_HUMAN,UBP4,0.893333333,0.014950272,decreased,0.7,0.38907745,increased,0.866666667,0.096690819,increased,0.673333333,0.996900209,decreased,0.645,0.549553016,decreased,0.925,0.000559864,increased
sp|Q8WVM8|SCFD1_HUMAN,SCFD1,0.886666667,0.015740167,decreased,0.693333333,0.399659532,increased,0.853333333,0.116978434,increased,0.66,0.996900209,decreased,0.645,0.549553016,decreased,0.91,0.000815697,increased
sp|Q13162|PRDX4_HUMAN,PRDX4,0.816666667,0.042803235,decreased,0.623333333,0.636459379,increased,0.763333333,0.201772154,increased,0.57,0.996900209,decreased,0.645,0.549553016,decreased,0.79,0.019981368,increased
sp|P42574|CASP3_HUMAN,CASP3,0.77,0.084401751,decreased,0.576666667,0.815722066,increased,0.74,0.248204097,increased,0.546666667,0.996900209,decreased,0.645,0.549553016,decreased,0.7375,0.061214268,increased
sp|P26599|PTBP1_HUMAN,PTBP1,0.566666667,0.715258378,decreased,0.76,0.259251954,increased,0.553333333,0.782603684,increased,0.746666667,0.996900209,decreased,0.645,0.549553016,increased,0.735,0.064859852,increased
sp|P61160|ARP2_HUMAN,ARP2,0.766666667,0.088694506,decreased,0.573333333,0.825762735,increased,0.723333333,0.271365625,increased,0.53,0.996900209,decreased,0.645,0.549553016,decreased,0.7225,0.083809004,increased
sp|Q8IUK8|CBLN2_HUMAN,CBLN2,0.723333333,0.156164101,increased,0.52,0.956699224,increased,0.733333333,0.261796483,decreased,0.51,0.996900209,decreased,0.6825,0.521565295,increased,0.66,0.228588618,decreased
sp|Q9H8W4|PKHF2_HUMAN,PKHF2,0.786666667,0.065226951,decreased,0.593333333,0.755264333,increased,0.673333333,0.359993352,increased,0.52,0.996900209,increased,0.645,0.549553016,decreased,0.7,0.127099088,increased
sp|P13611|CSPG2_HUMAN,CSPG2,0.563333333,0.733320179,decreased,0.756666667,0.26532867,increased,0.54,0.843674355,decreased,0.653333333,0.996900209,decreased,0.645,0.549553016,increased,0.6625,0.21948831,increased
sp|A0A0B4J1V0|HV315_HUMAN / sp|A0A0B4J1V6|HV373_HUMAN / sp|A0A0B4J1Y9|HV372_HUMAN / sp|A0A0A0MS15|HV349_HUMAN,HV315,0.51,0.965364325,decreased,0.703333333,0.378470178,increased,0.5,1,decreased,0.693333333,0.996900209,decreased,0.645,0.549553016,increased,0.6525,0.257954744,increased
sp|Q9P2D3|HTR5B_HUMAN,HTR5B,0.723333333,0.156164101,increased,0.7,0.38907745,decreased,0.593333333,0.619664707,decreased,0.57,0.996900209,increased,0.5175,0.944257504,increased,0.72,0.08923603,decreased
sp|Q7Z6Z7|HUWE1_HUMAN,HUWE1,0.723333333,0.156164101,increased,0.766666667,0.238366484,decreased,0.6,0.591265295,decreased,0.643333333,0.996900209,increased,0.5325,0.889841571,decreased,0.775,0.029231356,decreased
sp|Q9Y6I3|EPN1_HUMAN,EPN1,0.736666667,0.132268441,decreased,0.543333333,0.907248369,increased,0.653333333,0.418142227,increased,0.54,0.996900209,increased,0.645,0.549553016,decreased,0.6475,0.278587344,increased
sp|P35232|PHB1_HUMAN,PHB1,0.713333333,0.178256385,decreased,0.52,0.956699224,increased,0.666666667,0.374866276,increased,0.526666667,0.996900209,increased,0.645,0.549553016,decreased,0.64,0.309496996,increased
sp|P08754|GNAI3_HUMAN,GNAI3,0.726666667,0.149376238,decreased,0.533333333,0.934120519,increased,0.643333333,0.44575261,increased,0.55,0.996900209,increased,0.645,0.549553016,decreased,0.6325,0.341932788,increased
sp|Q92614|MY18A_HUMAN,MY18A,0.723333333,0.156164101,increased,0.916666667,0.069179474,decreased,0.59,0.632390677,increased,0.603333333,0.996900209,increased,0.645,0.549553016,decreased,0.745,0.053338857,decreased
sp|O94925|GLSK_HUMAN,GLSK,0.7,0.207653695,decreased,0.506666667,0.988796416,increased,0.653333333,0.418142227,increased,0.54,0.996900209,increased,0.645,0.549553016,decreased,0.62,0.397160452,increased
sp|Q969X0|RIPL2_HUMAN,RIPL2,0.66,0.331048619,decreased,0.533333333,0.934120519,decreased,0.69,0.321245666,increased,0.503333333,0.996900209,increased,0.645,0.549553016,decreased,0.6175,0.407005565,increased
sp|P23229|ITA6_HUMAN,ITA6,0.64,0.399153903,decreased,0.553333333,0.876236625,decreased,0.68,0.341393032,increased,0.513333333,0.996900209,increased,0.645,0.549553016,decreased,0.595,0.521342284,increased
sp|Q9Y5X1|SNX9_HUMAN,SNX9,0.723333333,0.156164101,increased,0.7,0.38907745,decreased,0.553333333,0.782603684,decreased,0.53,0.996900209,increased,0.5175,0.944257504,increased,0.69,0.150786512,decreased
sp|Q9Y230|RUVB2_HUMAN,RUVB2,0.6,0.558110232,decreased,0.593333333,0.755264333,decreased,0.536666667,0.860031723,increased,0.656666667,0.996900209,increased,0.645,0.549553016,decreased,0.5425,0.790685814,decreased
sp|P17050|NAGAB_HUMAN,NAGAB,0.53,0.883376761,decreased,0.663333333,0.496935773,decreased,0.626666667,0.499364893,increased,0.566666667,0.996900209,increased,0.645,0.549553016,decreased,0.5275,0.863352138,decreased
sp|Q9BTV4|TMM43_HUMAN,TMM43,0.623333333,0.466139263,decreased,0.57,0.83536513,decreased,0.543333333,0.827197043,increased,0.65,0.996900209,increased,0.645,0.549553016,decreased,0.52,0.910333831,decreased
sp|O75347|TBCA_HUMAN,TBCA,0.736666667,0.132268441,decreased,0.54,0.915622684,increased,0.756666667,0.212548236,increased,0.56,0.996900209,decreased,0.6475,0.549553016,decreased,0.7225,0.083809004,increased
